Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Language,Question,gpt-4o-mini_response,deepseek-reasoner_response,llama-4-maverick_response,shortest_tag_complexity,longest_tag_complexity,deepseek-reasoner_response_precision,deepseek-reasoner_response_recall,deepseek-reasoner_response_f1,deepseek-reasoner_response_accuracy,deepseek-reasoner_response_missing,deepseek-reasoner_response_extra,deepseek-reasoner_response_correct,gpt-4o-mini_response_precision,gpt-4o-mini_response_recall,gpt-4o-mini_response_f1,gpt-4o-mini_response_accuracy,gpt-4o-mini_response_missing,gpt-4o-mini_response_extra,gpt-4o-mini_response_correct,llama-4-maverick_response_precision,llama-4-maverick_response_recall,llama-4-maverick_response_f1,llama-4-maverick_response_accuracy,llama-4-maverick_response_missing,llama-4-maverick_response_extra,llama-4-maverick_response_correct
1hop-Thing_m160-m160-hasMalePartner-BIN,Thing_m160,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#m160> <http://www.example.com/genealogy.owl#hasMalePartner> <http://www.example.com/genealogy.owl#tom_pinchbeck> },hasMalePartner,true,1,1,1,English,Does the individual identified as m160 have a male partner named Tom Pinchbeck?,TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m160-m160-hasMalePartner-MC,Thing_m160,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#m160> <http://www.example.com/genealogy.owl#hasMalePartner> ?object },hasMalePartner,tom_pinchbeck,1,1,1,English,Who is the male partner of the individual identified as m160 in the genealogy records?,"tom_pinchbeck, Male",tom_pinchbeck,tom_pinchbeck,0,0,1.0,1.0,1.0,1.0,,,tom_pinchbeck,0.5,1.0,0.6666666666666666,0.5,,male,tom_pinchbeck,1.0,1.0,1.0,1.0,,,tom_pinchbeck
1hop-Thing_m162-mary-isPartnerIn-BIN,Thing_m162,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_ellen_steward_1855> <http://www.example.com/genealogy.owl#isPartnerIn> <http://www.example.com/genealogy.owl#m162> },isPartnerIn,true,1,3,9,English,Is Mary Ellen Steward a partner of the individual identified as m162?,TRUE,FALSE,TRUE,1,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m162-mary-isPartnerIn-MC,Thing_m162,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_ellen_steward_1855> <http://www.example.com/genealogy.owl#isPartnerIn> ?object },isPartnerIn,m162,1,3,9,English,Who is the partner of Mary Ellen Steward?,luke_bateman_story,luke_bateman_story,luke_bateman_story,1,2,0.0,0.0,0.0,0.0,m162,luke_bateman_story,,0.0,0.0,0.0,0.0,m162,luke_bateman_story,,0.0,0.0,0.0,0.0,m162,luke_bateman_story,
1hop-Thing_m164-ann-hasHusband-BIN,Thing_m164,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ann_lodge_1763> <http://www.example.com/genealogy.owl#hasHusband> <http://www.example.com/genealogy.owl#james_dickens_1774> },hasHusband,true,2,5,9,English,Does Ann Lodge have a husband named James Dickens?,TRUE,FALSE,TRUE,1,3,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m164-ann-hasHusband-MC,Thing_m164,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ann_lodge_1763> <http://www.example.com/genealogy.owl#hasHusband> ?object },hasHusband,james_dickens_1774,2,5,9,English,Who is the husband of Ann Lodge?,james_dickens_1774,james_dickens_1774,"Man, ann_lodge1763's husband is not directly available, but we can infer that the husband is a Man. However, the specific individual is not directly available. We do have an individual ""M164"" that has a female partner ""Ann lodge1763"". So, the answer is: m164_1763.",1,3,1.0,1.0,1.0,1.0,,,james_dickens_1774,1.0,1.0,1.0,1.0,,,james_dickens_1774,0.0,0.0,0.0,0.0,james_dickens_1774,"thespecificindividualisnotdirectlyavailable.wedohaveanindividual""m164""thathasafemalepartner""annlodge1763"".so, ann_lodge1763'shusbandisnotdirectlyavailable, theansweris:m164_1763., man, butwecaninferthatthehusbandisaman.however",
1hop-Thing_m165-sarah-isFemalePartnerIn-BIN,Thing_m165,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_stocks_1768> <http://www.example.com/genealogy.owl#isFemalePartnerIn> <http://www.example.com/genealogy.owl#m165> },isFemalePartnerIn,true,1,2,10,English,Is Sarah Stocks a female partner of m165?,TRUE,TRUE,TRUE,1,1,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m165-sarah-isFemalePartnerIn-MC,Thing_m165,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#sarah_stocks_1768> <http://www.example.com/genealogy.owl#isFemalePartnerIn> ?object },isFemalePartnerIn,m165,1,2,10,English,Which individuals are known to be female partners of Sarah Stocks?,m165,Female,sarah_stocks_1768,1,1,0.0,0.0,0.0,0.0,m165,female,,1.0,1.0,1.0,1.0,,,m165,0.0,0.0,0.0,0.0,m165,sarah_stocks_1768,
1hop-Thing_m166--type-MC,Thing_m166,43,2,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#thomas_hayden_terliven_1838> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Person, DomainEntity, Man",2,3,8,English,What class or classes does Thomas Hayden Terliven belong to?,"Male, Man, Person","Man, Person","Man, Person, Male",2,2,1.0,0.6666666666666666,0.8,0.6666666666666666,domainentity,,"person, man",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,domainentity,male,"person, man",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,domainentity,male,"person, man"
1hop-Thing_m169-richard-isHusbandOf-BIN,Thing_m169,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#richard_pickard_1807> <http://www.example.com/genealogy.owl#isHusbandOf> <http://www.example.com/genealogy.owl#frances_elizabeth_ingelby_1816> },isHusbandOf,true,2,4,7,English,Is Richard Pickard the husband of Frances Elizabeth Ingelby?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m169-richard-isHusbandOf-MC,Thing_m169,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#richard_pickard_1807> <http://www.example.com/genealogy.owl#isHusbandOf> ?object },isHusbandOf,frances_elizabeth_ingelby_1816,2,4,7,English,Who is the spouse of Richard Pickard?,frances_elizabeth_ingelby_1816,frances_elizabeth_ingelby_1816,richard_pickard_1807,1,3,1.0,1.0,1.0,1.0,,,frances_elizabeth_ingelby_1816,1.0,1.0,1.0,1.0,,,frances_elizabeth_ingelby_1816,0.0,0.0,0.0,0.0,frances_elizabeth_ingelby_1816,richard_pickard_1807,
1hop-Thing_m177-william-hasWife-BIN,Thing_m177,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_green_1813> <http://www.example.com/genealogy.owl#hasWife> <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> },hasWife,true,2,5,9,English,Does William Green have a wife named Hannah Hutchinson?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m177-hannah-hasSpouse-BIN,Thing_m177,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> <http://www.example.com/genealogy.owl#hasSpouse> <http://www.example.com/genealogy.owl#william_green_1813> },hasSpouse,true,2,4,9,English,Is Hannah Hutchinson married to William Green?,TRUE,TRUE,TRUE,1,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m177-william-isPartnerIn-BIN,Thing_m177,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_green_1813> <http://www.example.com/genealogy.owl#isPartnerIn> <http://www.example.com/genealogy.owl#m177> },isPartnerIn,true,1,3,9,English,Is William Green married to the individual identified as m177?,TRUE,FALSE,TRUE,1,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m177-william-hasWife-MC,Thing_m177,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_green_1813> <http://www.example.com/genealogy.owl#hasWife> ?object },hasWife,hannah_hutchinson_1804,2,5,9,English,Who is the wife of William Green?,hannah_hutchinson_1804,hannah_hutchinson_1804,hannah_hutchinson_1804,1,3,1.0,1.0,1.0,1.0,,,hannah_hutchinson_1804,1.0,1.0,1.0,1.0,,,hannah_hutchinson_1804,1.0,1.0,1.0,1.0,,,hannah_hutchinson_1804
1hop-Thing_m177-hannah-hasSpouse-MC,Thing_m177,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> <http://www.example.com/genealogy.owl#hasSpouse> ?object },hasSpouse,william_green_1813,2,4,9,English,Who is the spouse of Hannah Hutchinson?,william_green_1813,william_green_1813,william_green_1813,1,4,1.0,1.0,1.0,1.0,,,william_green_1813,1.0,1.0,1.0,1.0,,,william_green_1813,1.0,1.0,1.0,1.0,,,william_green_1813
1hop-Thing_m177-william-isPartnerIn-MC,Thing_m177,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_green_1813> <http://www.example.com/genealogy.owl#isPartnerIn> ?object },isPartnerIn,m177,1,3,9,English,Who is the partner of William Green?,hannah_hutchinson_1804,hannah_hutchinson_1804,william_green_1813,1,2,0.0,0.0,0.0,0.0,m177,hannah_hutchinson_1804,,0.0,0.0,0.0,0.0,m177,hannah_hutchinson_1804,,0.0,0.0,0.0,0.0,m177,william_green_1813,
1hop-Thing_m179-william-isPartnerIn-BIN,Thing_m179,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_hewett> <http://www.example.com/genealogy.owl#isPartnerIn> <http://www.example.com/genealogy.owl#m179> },isPartnerIn,true,1,3,9,English,Is William Hewett a partner of m179?,TRUE,FALSE,TRUE,1,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m179-william-isPartnerIn-MC,Thing_m179,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_hewett> <http://www.example.com/genealogy.owl#isPartnerIn> ?object },isPartnerIn,m179,1,3,9,English,Who is William Hewett's partner?,mary_wife_of_william_hewett,mary_wife_of_william_hewett,"william_hewett, mary_wife_of_william_hewett",1,2,0.0,0.0,0.0,0.0,m179,mary_wife_of_william_hewett,,0.0,0.0,0.0,0.0,m179,mary_wife_of_william_hewett,,0.0,0.0,0.0,0.0,m179,"mary_wife_of_william_hewett, william_hewett",
1hop-Thing_m179-mary-type-BIN,Thing_m179,43,2,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_wife_of_william_hewett> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },type,true,2,3,10,English,"Is Mary, the wife of William Hewett, a person?",TRUE,TRUE,TRUE,2,2,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m179-mary-type-BIN,Thing_m179,43,2,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_wife_of_william_hewett> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,4,10,English,"Is Mary, the wife of William Hewett, considered a domain entity?",TRUE,FALSE,TRUE,2,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m179-mary-type-BIN,Thing_m179,43,2,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_wife_of_william_hewett> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> },type,true,2,2,5,English,"Is Mary, who is the wife of William Hewett, a woman?",TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m180-ralph-hasWife-BIN,Thing_m180,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ralph_pickard_1775> <http://www.example.com/genealogy.owl#hasWife> <http://www.example.com/genealogy.owl#susanna_walkerly_1777> },hasWife,true,2,5,9,English,Does Ralph Pickard have a wife named Susanna Walkerly?,TRUE,FALSE,TRUE,1,3,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m180-ralph-hasWife-MC,Thing_m180,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ralph_pickard_1775> <http://www.example.com/genealogy.owl#hasWife> ?object },hasWife,susanna_walkerly_1777,2,5,9,English,Who is the wife of Ralph Pickard?,susanna_walkerly_1777,susanna_walkerly_1777,susanna_walkerly_1777,1,3,1.0,1.0,1.0,1.0,,,susanna_walkerly_1777,1.0,1.0,1.0,1.0,,,susanna_walkerly_1777,1.0,1.0,1.0,1.0,,,susanna_walkerly_1777
1hop-Thing_m182-mary-isSpouseOf-BIN,Thing_m182,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_wife_of_john_jessop> <http://www.example.com/genealogy.owl#isSpouseOf> <http://www.example.com/genealogy.owl#john_jessop_1773> },isSpouseOf,true,2,5,9,English,Is Mary the spouse of John Jessop?,TRUE,FALSE,TRUE,1,5,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m182-mary-isWifeOf-BIN,Thing_m182,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_wife_of_john_jessop> <http://www.example.com/genealogy.owl#isWifeOf> <http://www.example.com/genealogy.owl#john_jessop_1773> },isWifeOf,true,2,4,7,English,Is Mary the wife of John Jessop?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m182-mary-isWifeOf-MC,Thing_m182,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_wife_of_john_jessop> <http://www.example.com/genealogy.owl#isWifeOf> ?object },isWifeOf,john_jessop_1773,2,4,7,English,"Who is the husband of Mary, who is married to John Jessop?",john_jessop_1773,john_jessop_1773,john_jessop_1773,1,3,1.0,1.0,1.0,1.0,,,john_jessop_1773,1.0,1.0,1.0,1.0,,,john_jessop_1773,1.0,1.0,1.0,1.0,,,john_jessop_1773
1hop-Thing_m182-mary-isSpouseOf-MC,Thing_m182,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_wife_of_john_jessop> <http://www.example.com/genealogy.owl#isSpouseOf> ?object },isSpouseOf,john_jessop_1773,2,5,9,English,"Who is the spouse of Mary, who is married to John Jessop?",john_jessop_1773,john_jessop_1773,john_jessop_1773,1,5,1.0,1.0,1.0,1.0,,,john_jessop_1773,1.0,1.0,1.0,1.0,,,john_jessop_1773,1.0,1.0,1.0,1.0,,,john_jessop_1773
1hop-Thing_mabel_rever_1897-william-hasChild-BIN,Thing_mabel_rever_1897,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_rever_1870> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#mabel_rever_1897> },hasChild,true,2,2,10,English,Does William Rever have a child named Mabel Rever?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_mabel_rever_1897-william-hasRelation-BIN,Thing_mabel_rever_1897,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_stanley_rever_1899> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#vera_elm_1931> },hasRelation,true,20,20,1,English,Is there a relationship between William Stanley Rever and Vera Elm?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_mabel_rever_1897-william-hasRelation-BIN,Thing_mabel_rever_1897,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_rever_1870> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#vera_elm_1931> },hasRelation,true,2,6,10,English,Is there a relationship between William Rever and Vera Elm?,TRUE,TRUE,TRUE,2,5,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_mabel_rever_1897-charles-isUncleOf-BIN,Thing_mabel_rever_1897,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#charles_herbert_rever_1895> <http://www.example.com/genealogy.owl#isUncleOf> <http://www.example.com/genealogy.owl#vera_elm_1931> },isUncleOf,true,2,2,10,English,Is Charles Herbert Rever the uncle of Vera Elm?,TRUE,FALSE,TRUE,2,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_mabel_rever_1897-charles-isUncleOf-MC,Thing_mabel_rever_1897,43,11,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#charles_herbert_rever_1895> <http://www.example.com/genealogy.owl#isUncleOf> ?object },isUncleOf,vera_elm_1931,2,2,10,English,Which individuals are the nieces or nephews of Charles Herbert Rever?,mabel_rever_1897,vera_elm_1931,"mabel_rever_1897, beatrice_rever_1901, vera_gertrude_rever_1904, rose_evlyn_rever_1906, william_stanley_rever_1899",2,2,1.0,1.0,1.0,1.0,,,vera_elm_1931,0.0,0.0,0.0,0.0,vera_elm_1931,mabel_rever_1897,,0.0,0.0,0.0,0.0,vera_elm_1931,"rose_evlyn_rever_1906, william_stanley_rever_1899, beatrice_rever_1901, vera_gertrude_rever_1904, mabel_rever_1897",
1hop-Thing_margaret_grace_rever_1934-charles-hasRelation-BIN,Thing_margaret_grace_rever_1934,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#charles_herbert_rever_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#richard_john_bright_1962> },hasRelation,true,2,6,10,English,Is there a relationship between Charles Herbert Rever and Richard John Bright?,TRUE,TRUE,TRUE,2,5,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_margaret_grace_rever_1934-violet-hasRelation-BIN,Thing_margaret_grace_rever_1934,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#violet_sylvia_steward_1894> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#richard_john_bright_1962> },hasRelation,true,2,6,10,English,Is there a relationship between Violet Sylvia Steward and Richard John Bright?,TRUE,TRUE,TRUE,2,5,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_margaret_grace_rever_1934-charles-hasRelation-BIN,Thing_margaret_grace_rever_1934,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#charles_herbert_rever_1895> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#robert_david_bright_1965> },hasRelation,true,2,6,10,English,Is there a relationship between Charles Herbert Rever and Robert David Bright?,TRUE,TRUE,TRUE,2,5,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_margaret_grace_rever_1934-violet-hasRelation-BIN,Thing_margaret_grace_rever_1934,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#violet_sylvia_steward_1894> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#robert_david_bright_1965> },hasRelation,true,2,6,10,English,Is there a relationship between Violet Sylvia Steward and Robert David Bright?,TRUE,TRUE,TRUE,2,5,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_margaret_grace_rever_1934-margaret-hasMother-BIN,Thing_margaret_grace_rever_1934,43,6,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#margaret_grace_rever_1934> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#violet_sylvia_steward_1894> },hasMother,true,2,2,10,English,Does Margaret Grace Rever have Violet Sylvia Steward as her mother?,TRUE,TRUE,TRUE,1,2,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_margaret_grace_rever_1934-margaret-hasMother-MC,Thing_margaret_grace_rever_1934,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#margaret_grace_rever_1934> <http://www.example.com/genealogy.owl#hasMother> ?object },hasMother,violet_sylvia_steward_1894,2,2,10,English,Who is the mother of Margaret Grace Rever?,violet_sylvia_steward_1894,violet_sylvia_steward_1894,violet_sylvia_steward_1894,1,2,1.0,1.0,1.0,1.0,,,violet_sylvia_steward_1894,1.0,1.0,1.0,1.0,,,violet_sylvia_steward_1894,1.0,1.0,1.0,1.0,,,violet_sylvia_steward_1894
1hop-Thing_mark_steward_1811-mary-isMotherOf-BIN,Thing_mark_steward_1811,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_houghton> <http://www.example.com/genealogy.owl#isMotherOf> <http://www.example.com/genealogy.owl#mark_steward_1811> },isMotherOf,true,1,1,1,English,Is Mary Houghton the mother of Mark Steward?,TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_mark_steward_1811-william-isParentOf-BIN,Thing_mark_steward_1811,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_steward_1766> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#mark_steward_1811> },isParentOf,true,1,3,10,English,Is William Steward the parent of Mark Steward?,TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_martha_cotton_1806-martha-hasMother-BIN,Thing_martha_cotton_1806,43,8,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#martha_cotton_1806> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#martha_wife_of_john_cotton> },hasMother,true,2,2,10,English,"Does Martha Cotton have a mother named Martha, who is the wife of John Cotton?",TRUE,FALSE,TRUE,1,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_martha_cotton_1806-martha-isParentOf-BIN,Thing_martha_cotton_1806,43,8,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#martha_wife_of_john_cotton> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#martha_cotton_1806> },isParentOf,true,2,3,10,English,"Is Martha, the wife of John Cotton, a parent of Martha Cotton?",TRUE,TRUE,TRUE,1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
